review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
nice,5,0,17-02-2026 17:33,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",18-02-2026 06:41,Positive,Dot & Key App,General,2026-02
best quality best results,5,0,17-02-2026 17:14,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,18-02-2026 06:40,Positive,Dot & Key App,General,2026-02
"the best product n this app,very fast service 👌 🙌 thank you",5,0,17-02-2026 16:17,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,18-02-2026 06:39,Positive,Dot & Key App,"App Experience, Customer Service, Product Quality",2026-02
nice product,5,0,16-02-2026 07:36,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,16-02-2026 07:44,Positive,Dot & Key App,Product Quality,2026-02
Great experience and Good customer service,5,0,16-02-2026 06:09,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,16-02-2026 07:45,Positive,Dot & Key App,Customer Service,2026-02
I love with your Vitamin C sunscreen Keep adding new products,5,0,15-02-2026 18:22,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,16-02-2026 07:45,Positive,Dot & Key App,Product Quality,2026-02
worst experience ever. I have ordered duo sunscreen one I have got correct and in other box I have received tiles instead of sunscreen. I complained their website to return my money or give me correct product. They just said they will contact me later but they didn't make a call,1,0,15-02-2026 08:09,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",16-02-2026 07:45,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2026-02
"dot &key products are really good,,I Use their sunscreen and serum ,,,it's blend perfectly 😊♥",5,0,14-02-2026 17:27,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,16-02-2026 07:45,Positive,Dot & Key App,Product Quality,2026-02
very good👍 products and amazing😍 I like it,5,0,14-02-2026 13:25,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,16-02-2026 07:45,Positive,Dot & Key App,Product Quality,2026-02
"I am extremely disappointed with my recent experience with your company. I placed an order and made full payment over three weeks ago. Despite the payment being successfully processed, the product was not delivered within the promised timeframe. After waiting patiently,I raised a complaint with your customer service team.I was then assured that the product would be delivered within two days.However, instead of delivering the product as promised, your company proceeded to initiate a failed refund",1,5,13-02-2026 19:24,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",14-02-2026 06:23,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-02
The products are very good .. happy to buy this product,5,0,13-02-2026 16:43,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,14-02-2026 06:23,Positive,Dot & Key App,"App Experience, Product Quality",2026-02
as a itni bdi company itni gndi appp like so slow,3,0,13-02-2026 05:39,"Hi, Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",14-02-2026 06:24,Neutral,Dot & Key App,App Experience,2026-02
I love the products,5,0,12-02-2026 18:01,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,13-02-2026 05:07,Positive,Dot & Key App,Product Quality,2026-02
I love this app the Opening of this app is just Woow 🤍,5,0,12-02-2026 08:48,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Regards- Team Dot & Key.",13-02-2026 05:08,Positive,Dot & Key App,App Experience,2026-02
good priduct,5,0,12-02-2026 08:12,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,13-02-2026 05:08,Positive,Dot & Key App,General,2026-02
"This doesn't even deserve 1 star. They just fool the customers and when the customers complain, there is no solution.Received wrong, missing, or damaged product",1,0,12-02-2026 05:45,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",12-02-2026 07:25,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-02
"I have used Dot & Key products, they are very good as per the price and their services are also good, I like their products very much, they give light and smooth finish to the skin. I am very satisfied with their products and I like their tinted sunscreen the most.❤️❤️",5,9,12-02-2026 02:48,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,12-02-2026 07:24,Positive,Dot & Key App,"Customer Service, Product Quality",2026-02
I love there products and this app was so so awesome 🥲🥰😘,5,0,11-02-2026 11:16,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,12-02-2026 07:23,Positive,Dot & Key App,"App Experience, Product Quality",2026-02
it's a very nice and a very amazing nice app,5,0,11-02-2026 08:54,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,11-02-2026 09:51,Positive,Dot & Key App,App Experience,2026-02
it is very expensive,1,0,10-02-2026 13:53,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.",11-02-2026 09:50,Negative,Dot & Key App,General,2026-02
products are good. but services are poor. it's been more than week I have ordered from the app..since then delivery is getting delayed and finally I cancelled my order.,3,0,09-02-2026 09:45,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest.Regards- Team Dot & Key.",10-02-2026 05:21,Neutral,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-02
"Complete waste of money and zero accountability. I placed an order worth over ₹900, and not a single item delivered was what I actually ordered. To make matters worse, the support team has been incredibly rude and dismissive. I’ve reached out daily for a resolution, but they’ve provided no solution and effectively kept my money. I literally have to waste a lot of my time daily to get it resolved and then handle their rude behaviours.",1,2,07-02-2026 08:46,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",06-02-2026 11:48,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-02
must recommend app fir skin care lover,5,0,06-02-2026 15:37,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-02-2026 05:24,Positive,Dot & Key App,"App Experience, Product Quality",2026-02
"Their products are like gorgeous and slaying. I cant describe how good facewashes, moisturizers, toners, serums, sunscreens,tinted sunscreen, shower gel, body lotion, sunscreen mist, shampoo, conditioner, lip balms, for every concerns and skin type",5,22,06-02-2026 15:06,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-02-2026 05:23,Positive,Dot & Key App,Product Quality,2026-02
ye app bhut acha h 🫶🏻,5,0,06-02-2026 12:57,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,10-02-2026 05:24,Positive,Dot & Key App,App Experience,2026-02
bhoot hi bekar company hai product bhi damage tha or koi refund nhi mila bhoot mails kiye sb kiya but no refund,1,0,06-02-2026 10:23,"Dear Customer, We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.

",06-02-2026 11:53,Negative,Dot & Key App,"Customer Service, Product Quality",2026-02
Very bad experience I had with your team.,1,0,06-02-2026 08:07,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.",06-02-2026 11:51,Negative,Dot & Key App,General,2026-02
the products are good n it's so easy to order n the fast delivery service is amazing,5,0,06-02-2026 07:01,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,06-02-2026 11:50,Positive,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-02
i have ordered 4 items from dot n key yet I have not received any single call from executive and failure reason is consignee not available ...poor service from dot nd key worst service,1,1,04-02-2026 16:55,"Dear User,
We apologize for the issue. Could you please share your order ID at care@dotandkey.com so that we can check the issue. Regards- Team Dot & Key.",06-02-2026 11:49,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-02
hate the delivery nd the customer service i love using their products nd have been using since 2 years but never order from the their app I have always ordered through nykka but this time I ordered with their website and I feel it is the wrost experience i still don't received my order nd it has been showing failed delivery customer not contactable but they called me once I recieved the call nd pressed the number which said yes but still not received order very disappointed with dot n key,2,1,04-02-2026 08:44,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",04-02-2026 09:37,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-02
worst experience with this brand .. I order so many products but received one wrong product and now after so many complains they are not accepting their mistake. this used to be my fav brand n I tell people also but after this experience dnt order anything.,1,0,02-02-2026 04:35,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",03-02-2026 07:07,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2026-02
"I had a very poor experience with customer service. I received a damaged product and immediately raised a complaint. Only after the complaint was raised, I was informed about an unboxing video requirement, which was never mentioned earlier. Despite already sharing clear images and a video of the damaged product, my complaint was not resolved. This reflects unprofessional handling of customer issues and caused unnecessary inconvenience and frustration.",1,5,01-02-2026 04:44,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",03-02-2026 07:06,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-02
products that do not work At all!,1,0,31-01-2026 18:32,"Hi, please share the details of your issue at care@dotandkey.com so that we can look into it & assist you in the best possible way. Regards- Team Dot & Key.",03-02-2026 07:00,Negative,Dot & Key App,Product Quality,2026-01
awesome skin product !!!,5,0,31-01-2026 10:02,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,31-01-2026 10:20,Positive,Dot & Key App,Product Quality,2026-01
All products are good 😊,5,0,31-01-2026 09:11,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,31-01-2026 10:20,Positive,Dot & Key App,Product Quality,2026-01
people here saying its not good but its best bruhh i was too worried about my product and all after seeing people's comments but I received early and well packed along with 2 free bies that was a really nice experience.,5,0,31-01-2026 01:49,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,31-01-2026 06:10,Positive,Dot & Key App,"Delivery & Orders, Product Quality",2026-01
worst app,1,0,30-01-2026 16:27,"Hi, we request you to please share the details of any issue you are facing at care@dotandkey.com. It will help us in assisting you better. Thanks! Regards- Team Dot & Key.",31-01-2026 06:10,Negative,Dot & Key App,App Experience,2026-01
worst app... I've been order the product before and it goes well... But now I can't even add 2 or 3 above product on cart.,1,1,29-01-2026 11:18,"Hi, please share the details of your issue at care@dotandkey.com so that we can look into it & assist you in the best possible way. Regards- Team Dot & Key.",30-01-2026 06:32,Negative,Dot & Key App,"Delivery & Orders, App Experience, Product Quality",2026-01
good 👍,5,0,28-01-2026 08:21,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,29-01-2026 05:24,Positive,Dot & Key App,General,2026-01
"WORST POSSIBLE CUSTOMER SERVICE, THE EXECUTIVES ARE RUDE AND UNABLE TO HELP IN ANY PROBLEM. I'VE RECEIVED DAMAGED AND MARGINALLY EXPIRED ITEMS AND ONE ITEM WAS MISSING. THEY DID NOTHING BUT TOLD ME THEY CAN SEND SUCH PRODUCTS TO CLEAR STOCK. THE PRODUCT WAS OF 2024 AND SAT WITH THEM FOR MORE THAN A YEAR AND NOW I'VE AT MOST 8 MONTHS TO FINISH IT, AND IT'S NOT EVEN A DAILY WEAR PRODUCT IT'S A MAKEUP PRODUCT.",1,4,27-01-2026 07:45,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on care@dotandkey.com so that we can get in touch with you and resolve the issue. Regards- Team Dot & Key.

",28-01-2026 05:39,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-01
Prepaid orders a scam Don't prepay for your orders as they have tie up with bluedart company of fake delivery attempts. Bluedart courier person told this.,1,0,27-01-2026 05:21,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number once so that we can assist you and we promise to get this resolved quickly. Regards- Team Dot & Key.",27-01-2026 05:54,Negative,Dot & Key App,Delivery & Orders,2026-01
very nice,5,0,27-01-2026 00:35,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,27-01-2026 05:54,Positive,Dot & Key App,General,2026-01
bahut acha hai,5,0,26-01-2026 11:35,"Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.


",27-01-2026 05:55,Positive,Dot & Key App,General,2026-01
"very disappointed 😞 I am writing to share my feedback regarding my recent experience with the Dot & Key lip balm. Unfortunately, it was the worst experience I have had with a product of this type.",1,0,26-01-2026 05:10,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on care@dotandkey.com so that we can get in touch with you and resolve the issue. Regards- Team Dot & Key.",26-01-2026 06:05,Negative,Dot & Key App,"App Experience, Product Quality",2026-01
actually below it I have not received my order and it was a prepaid order,1,0,25-01-2026 14:01,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",26-01-2026 06:00,Negative,Dot & Key App,Delivery & Orders,2026-01
this app promised me that they give my prepaid payment back (refund)but never give. this is not a trusted app.,1,0,25-01-2026 05:40,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,26-01-2026 05:56,Negative,Dot & Key App,"App Experience, Customer Service",2026-01
"very bad experience with customer care .I have received one damaged and used product and now . even if you share the picture of the product . they don't even listen to you . they just say again and again that the product passes though many quality checks ,so we can not change and also there is no refund and replacement available here .👎👎👎",1,2,25-01-2026 05:01,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",26-01-2026 05:54,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-01
very amazing,5,0,24-01-2026 13:09,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,26-01-2026 05:50,Positive,Dot & Key App,General,2026-01
Hire better developers. transaction done but no order placed nor any way of knowing the refund will be done. pathetic.,1,0,23-01-2026 13:26,"Dear User,
We apologize for the issue. Could you please share your order ID at care@dotandkey.com so that we can check the issue. Regards- Team Dot & Key.",24-01-2026 06:09,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-01
products are so good,5,4,22-01-2026 18:11,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,24-01-2026 06:06,Positive,Dot & Key App,Product Quality,2026-01
dilevery is so late,1,0,22-01-2026 09:56,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",24-01-2026 06:04,Negative,Dot & Key App,General,2026-01
"Dear Team, I'm writing to express my disappointment with the service I received from your company. My order arrived late and the product was not properly packaged. I feel that COD orders are not given the same priority as prepaid orders. This has led to a very poor experience and I will not be making any future purchases from your company.",1,2,21-01-2026 09:31,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,22-01-2026 05:45,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-01
please don't buy anything in this app,4,0,20-01-2026 12:21,"Hi, please share the details of your issue at care@dotandkey.com so that we can look into it & assist you in the best possible way. Regards- Team Dot & Key.",21-01-2026 07:04,Positive,Dot & Key App,App Experience,2026-01
"there is a bug in your app, I am unable to login even after adding otp and email, the page went back to get otp. I have tried this more than twice.",1,1,18-01-2026 17:59,"Hi,
We are sorry for the inconvenience caused. Kindly share your concern along with the error screenshot / screen recording at care@dotandkey.com for further assistance. Regards- Team Dot & Key.",19-01-2026 06:20,Negative,Dot & Key App,App Experience,2026-01
worst app I used ever,1,0,18-01-2026 12:20,We are sad to know that your experience on the app was not satisfactory. Please share your issue with us at care@dotandkey.com and we will look into it at the earliest. Regards- Team Dot & Key.,19-01-2026 06:18,Negative,Dot & Key App,App Experience,2026-01
Totally poor and worst service ever I experienced. I received a different product that I ordered. After complaining too many times I received the original product but it was only one pack instead of two. 😡😡 it took too much time for replacement but still missing one product. I advise not to use the product or application. ☹️👎🏻👎🏻,1,4,17-01-2026 08:11,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,17-01-2026 09:26,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-01
the worst app ever first user ke liye kuch nahi bus influencers ko free mein do sab kuch,1,1,16-01-2026 09:54,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,17-01-2026 09:25,Negative,Dot & Key App,App Experience,2026-01
it takes plenty of time to download,5,0,13-01-2026 09:27,"Hey, thanks for writing a review. Sometimes, the app may be slow but such instances are rare. If it happens too often, please let us know at care@dotandkey.com. We'll have things investigated. Regards- Team Dot & Key.",14-01-2026 05:28,Positive,Dot & Key App,App Experience,2026-01
"my refund not credited in my account, when I was calling to customer care in the app they are asking my order id and then they are telling technical issues and cutting the call ,no proper response very bad experience.Resolve my issue and refund my money",1,4,12-01-2026 11:38,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,13-01-2026 07:41,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-01
marketing sunscreen with the label written spf 50 but after being tested in lab and it's literally just 10.smtg,3,0,11-01-2026 14:06,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on care@dotandkey.com so that we can get in touch with you and resolve the issue. Regards- Team Dot & Key.",12-01-2026 05:24,Neutral,Dot & Key App,Product Quality,2026-01
excellent site,4,0,10-01-2026 15:21,"Thank you! If you enjoy using the app, please rate us 5 stars. It would encourage us to continue improving the product! Regards- Team Dot & Key.",12-01-2026 05:22,Positive,Dot & Key App,General,2026-01
"The App keeps on getting logged out automatically, when i try to login it is not working i have tried today more than 5 times but still not responding",1,1,10-01-2026 13:12,"Please clear the data and cache for your app by going to your phone settings. This should resolve your issue. In case you are still facing the problem, please contact us at care@dotandkey.com with your contact details and relevant screenshots. Regards- Team Dot & Key.",12-01-2026 05:28,Negative,Dot & Key App,App Experience,2026-01
worst brand and worst company i have ever seen i ordered a vitamin c pink clay mask i received a expired product and i not get any refund or any exchange or anything i waste my money on ordering this product,1,0,10-01-2026 12:08,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",12-01-2026 05:34,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-01
"Very disappointing experience with Dot & Key. The app does not allow order cancellation or modification, forcing customers to contact support even for basic issues. After cancellation, there was no clear refund communication. Despite making over 10 calls and being promised a 48-hour refund, the amount was received only after 3–5 days. Product quality is also poor, especially for sensitive skin. I would not recommend this brand.",1,0,09-01-2026 18:09,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",10-01-2026 05:02,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-01
"I placed an order through this app ,but the delivery was delayed. Due to the continued delay, I canceled the order on 23rd December. Unfortunately, the refund has still not been received, even after waiting for a reasonable period. This has been a disappointing experience. I hope the support team looks into this issue and processes the refund at the earliest.",1,34,09-01-2026 12:39,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",10-01-2026 05:04,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2026-01
login is not working after submitting otp it's asking for name and email everytime. pls check,1,0,09-01-2026 01:25,"Hi, we are sorry to hear that. Do share the screenshot of the error page at care@dotandkey.com to enable us to assist you further. Regards- Team Dot & Key.",30-12-2025 05:26,Negative,Dot & Key App,"App Experience, Product Quality",2026-01
mera order mujhe mila hi nhi maine prepaid kr dia tha pehli baat to vo order mujhe do mahino se mila hi ni hai or upr se paise bhi refund ni kar rahe so bad!! bahut hi bekar service hai lutere kahi ke,1,0,08-01-2026 16:25,"Hi, Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",09-01-2026 05:21,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2026-01
"good product,fast delivery, superb customer support and good price.",5,1,08-01-2026 16:05,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,09-01-2026 05:21,Positive,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2026-01
I love it product thank you dot &key,5,0,08-01-2026 09:10,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,09-01-2026 05:21,Positive,Dot & Key App,Product Quality,2026-01
"Extremely disappointed with Dot & Key's service. My delivery is constantly delayed, and they keep pushing the delivery date further back every single time. Their support is useless; they offer no real solutions and just keep repeating scripted phrases like 'sorry for the inconvenience' and 'we regret the delay.' Avoid this app if you want your products on time.",1,29,08-01-2026 07:59,"Hi, Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",09-01-2026 05:22,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2026-01
all products are good especially moustizer,5,0,06-01-2026 10:48,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,07-01-2026 05:52,Positive,Dot & Key App,Product Quality,2026-01
nice,5,0,06-01-2026 10:07,"Thanks for the 5 star rating. Hope you continue to enjoy reading news on our app. If you have any feedback or suggestions, please write to us at care@dotandkey.com. We would love to hear from you! Regards- Team Dot & Key.",07-01-2026 05:51,Positive,Dot & Key App,General,2026-01
"Issue resolved and got Buy1 Get1 offer, hence changed the rating.",4,2,05-01-2026 15:28,"Hi,
Sorry to hear that! We will get back to you at the earliest. We request that you please help us with your order/shipment number at care@dotandkey.com. Regards- Team Dot & Key.",22-12-2025 07:28,Positive,Dot & Key App,General,2026-01
👎,5,0,03-01-2026 13:06,"We aim to deliver best experience on our app. If you are facing any issues, please write to us at care@dotandkey.com. We will definitely help you. Regards- Team Dot & Key.",05-01-2026 06:20,Positive,Dot & Key App,General,2026-01
Nice Product ..👍🏻,5,0,02-01-2026 10:38,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,03-01-2026 05:13,Positive,Dot & Key App,Product Quality,2026-01
"Worst app ever and worst customer service.I have ordered on 11th Dec and it's been 25 days since I'm waiting for that.They cancelled the order still I haven't get my refund.I have raised the complaint by mail, by call,by whatsapp but that is the waste of Time....chhee",1,2,02-01-2026 06:27,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",03-01-2026 05:23,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2026-01
Worst app ever. don't buy from them if you love your money. This app is useless and nothing can be tracked guyss save your money and don't shop from them.,1,1,01-01-2026 11:50,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.",02-01-2026 05:31,Negative,Dot & Key App,App Experience,2026-01
"“Absolutely loving Dot & Key skincare! 🌿✨ My skin feels so hydrated, bright, and refreshed. The texture is lightweight, non-greasy, and perfect for daily use. Highly recommend! 💚 #DotAndKey",5,31,31-12-2025 07:26,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at care@dotandkey.com!
Have a wonderful day! Regards- Team Dot & Key.",02-01-2026 05:33,Positive,Dot & Key App,Product Quality,2025-12
Good product.,5,0,31-12-2025 06:27,"We would like to thank you for using our online shopping platform. If you experience any dissatisfaction, please contact our customer care at care@dotandkey.com. Regards- Team Dot & Key.",02-01-2026 05:34,Positive,Dot & Key App,Product Quality,2025-12
i have ordered many packages and their items were missing. I complained about it a lot of times but they did not do anything about it. Products are all good but the service is the worst.,1,1,30-12-2025 13:21,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,31-12-2025 05:13,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
"My refund hasn't arrived yet, it's been over 20 days. Please, nobody buy this product; the company's service is terrible.",1,0,30-12-2025 09:45,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",31-12-2025 05:15,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
very bad app not to use anyone,1,0,28-12-2025 05:23,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest. Regards- Team Dot & Key.",29-12-2025 05:30,Negative,Dot & Key App,App Experience,2025-12
worst experience Mera first order tha vo bhi prepaid tbbhi delivery ke time inhone paise mange uske band return bhi nhi hota h pehle to inhone bohot ache se apologise Kiya aur 7 days wait krne ko kaha and ab keh rhe h proof do Mai kaise proof Du jb delivery ke time Maine cash in hand diya delivery man ko aur ab vo keh rhe h kuch nhi ho skta h mtlab aplog logo ko bewakuf bna rhe h product ke nam pr please solve my problem aur Maine extra Jo pay Kiya h usko waps kro,1,2,27-12-2025 16:18,"Hi, Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",29-12-2025 05:32,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
"don't buy products from here, they are fraud, maine product order Kiya tha, lekin delivery box me product the hi nhii maine unboxing ka vedio bhi bnaya tha or dot and key se refund ki deman ki thi pr har din wo investigation ke naam pr 3-4 din ka waqt maagte, phir 15din baad maine jb maine mail Kiya refund ke liye to unki team dwara bola gaya ki sir apka refund already initiate ho chuka h pr jb maine usse uska proof maga to unhone mana kr diya, pr jb maine check Kiya to koi refund nhii aaya tha",1,0,26-12-2025 09:26,"Hi, Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",29-12-2025 05:35,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
Loved the app experience! Clear product details and hassle-free checkout.,5,0,26-12-2025 09:12,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,29-12-2025 05:36,Positive,Dot & Key App,"App Experience, Product Quality",2025-12
